;PC Software:StarLab Version 3.30 Build 10
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:22/03/2021 at 16:57:48
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Stop after:period: 00:03:00
;Graph Mode:Split
;Notes:                                                            

;Channel A:Vega Thermopile 3A (s/n:940606)  VG2.52 (s/n:946462)
;Channel B:Vega Thermopile 3A (s/n:947746)  VG2.52 (s/n:946463)

;Channel A:Details
;Name:3A
;Graph Type:Line
;Graph Color:RGB(14,104,168)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:532
;Settings:Range:AUTO

;Channel B:Details
;Name:3A
;Graph Type:Line
;Graph Color:RGB(245,86,16)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:532
;Settings:Range:AUTO

;Channel A:Statistics
;Min:86.70mW             
;Max:87.00mW             
;Average:86.82mW             
;Std.Dev.:73.60uW             
;Overrange:0                   

;Channel B:Statistics
;Min:7.300uW             
;Max:17.20uW             
;Average:12.18uW             
;Std.Dev.:1.831uW             
;Overrange:0                   
;--------------------


;First Pulse Arrived : 22/03/2021 at 16:57:48.730000
  Timestamp   	  Channel A  	  Channel B  	
        15.583	  8.680e-002 	             	
        15.616	             	  1.190e-005 	
        15.647	  8.680e-002 	             	
        15.679	             	  1.180e-005 	
        15.744	  8.680e-002 	  1.180e-005 	
        15.807	  8.680e-002 	  1.180e-005 	
        15.872	  8.680e-002 	  1.180e-005 	
        15.935	  8.680e-002 	             	
        15.967	             	  1.180e-005 	
        15.999	  8.680e-002 	             	
        16.032	             	  1.180e-005 	
        16.063	  8.680e-002 	             	
        16.095	             	  1.180e-005 	
        16.127	  8.680e-002 	             	
        16.160	             	  1.180e-005 	
        16.192	  8.680e-002 	             	
        16.224	             	  1.180e-005 	
        16.256	  8.690e-002 	             	
        16.287	             	  1.180e-005 	
        16.320	  8.690e-002 	             	
        16.352	             	  1.180e-005 	
        16.383	  8.690e-002 	             	
        16.416	             	  1.180e-005 	
        16.448	  8.690e-002 	             	
        16.479	             	  1.180e-005 	
        16.543	  8.690e-002 	  1.180e-005 	
        16.608	  8.690e-002 	  1.180e-005 	
        16.672	  8.690e-002 	  1.180e-005 	
        16.736	  8.690e-002 	             	
        16.767	             	  1.190e-005 	
        16.799	  8.690e-002 	             	
        16.831	             	  1.190e-005 	
        16.863	  8.690e-002 	             	
        16.896	             	  1.200e-005 	
        16.928	  8.690e-002 	             	
        16.960	             	  1.200e-005 	
        16.991	  8.690e-002 	             	
        17.023	             	  1.210e-005 	
        17.056	  8.680e-002 	             	
        17.088	             	  1.210e-005 	
        17.120	  8.680e-002 	             	
        17.152	             	  1.220e-005 	
        17.184	  8.680e-002 	             	
        17.216	             	  1.220e-005 	
        17.248	  8.680e-002 	             	
        17.279	             	  1.230e-005 	
        17.344	  8.670e-002 	  1.220e-005 	
        17.408	  8.670e-002 	  1.220e-005 	
        17.472	  8.670e-002 	  1.210e-005 	
        17.536	  8.670e-002 	             	
        17.568	             	  1.210e-005 	
        17.600	  8.680e-002 	             	
        17.632	             	  1.210e-005 	
        17.663	  8.680e-002 	             	
        17.696	             	  1.210e-005 	
        17.728	  8.680e-002 	             	
        17.759	             	  1.190e-005 	
        17.792	  8.680e-002 	             	
        17.824	             	  1.180e-005 	
        17.855	  8.680e-002 	             	
        17.888	             	  1.170e-005 	
        17.920	  8.680e-002 	             	
        17.952	             	  1.150e-005 	
        17.984	  8.670e-002 	             	
        18.015	             	  1.150e-005 	
        18.047	  8.670e-002 	             	
        18.080	             	  1.140e-005 	
        18.143	  8.670e-002 	  1.140e-005 	
        18.207	  8.670e-002 	  1.140e-005 	
        18.271	  8.670e-002 	  1.140e-005 	
        18.336	  8.670e-002 	             	
        18.368	             	  1.140e-005 	
        18.400	  8.670e-002 	             	
        18.432	             	  1.140e-005 	
        18.464	  8.670e-002 	             	
        18.495	             	  1.150e-005 	
        18.528	  8.670e-002 	             	
        18.560	             	  1.150e-005 	
        18.592	  8.670e-002 	             	
        18.623	             	  1.160e-005 	
        18.656	  8.670e-002 	             	
        18.688	             	  1.160e-005 	
        18.720	  8.670e-002 	             	
        18.752	             	  1.170e-005 	
        18.784	  8.670e-002 	             	
        18.816	             	  1.170e-005 	
        18.848	  8.670e-002 	             	
        18.879	             	  1.180e-005 	
        18.944	  8.670e-002 	  1.180e-005 	
        19.007	  8.670e-002 	  1.180e-005 	
        19.072	  8.670e-002 	  1.180e-005 	
        19.135	  8.670e-002 	             	
        19.167	             	  1.180e-005 	
        19.199	  8.670e-002 	             	
        19.232	             	  1.170e-005 	
        19.264	  8.670e-002 	             	
        19.295	             	  1.160e-005 	
        19.327	  8.670e-002 	             	
        19.359	             	  1.160e-005 	
        19.392	  8.670e-002 	             	
        19.424	             	  1.150e-005 	
        19.456	  8.670e-002 	             	
        19.488	             	  1.140e-005 	
        19.519	  8.670e-002 	             	
        19.552	             	  1.130e-005 	
        19.583	  8.670e-002 	             	
        19.616	             	  1.110e-005 	
        19.647	  8.670e-002 	             	
        19.679	             	  1.080e-005 	
        19.743	  8.670e-002 	  1.040e-005 	
        19.808	  8.670e-002 	  1.010e-005 	
        19.871	  8.670e-002 	  9.700e-006 	
        19.935	  8.670e-002 	             	
        19.967	             	  9.400e-006 	
        19.999	  8.670e-002 	             	
        20.032	             	  9.100e-006 	
        20.064	  8.670e-002 	             	
        20.096	             	  8.800e-006 	
        20.127	  8.670e-002 	             	
        20.159	             	  8.600e-006 	
        20.191	  8.670e-002 	             	
        20.224	             	  8.500e-006 	
        20.256	  8.670e-002 	             	
        20.288	             	  8.400e-006 	
        20.320	  8.670e-002 	             	
        20.352	             	  8.300e-006 	
        20.384	  8.670e-002 	             	
        20.416	             	  8.200e-006 	
        20.448	  8.670e-002 	             	
        20.480	             	  8.200e-006 	
        20.543	  8.670e-002 	  8.100e-006 	
        20.608	  8.670e-002 	  8.100e-006 	
        20.672	  8.670e-002 	  8.200e-006 	
        20.736	  8.670e-002 	             	
        20.768	             	  8.300e-006 	
        20.800	  8.670e-002 	             	
        20.832	             	  8.300e-006 	
        20.863	  8.670e-002 	             	
        20.896	             	  8.400e-006 	
        20.927	  8.670e-002 	             	
        20.959	             	  8.400e-006 	
        20.991	  8.670e-002 	             	
        21.024	             	  8.500e-006 	
        21.055	  8.670e-002 	             	
        21.088	             	  8.500e-006 	
        21.120	  8.670e-002 	             	
        21.151	             	  8.600e-006 	
        21.184	  8.670e-002 	             	
        21.215	             	  8.700e-006 	
        21.247	  8.670e-002 	             	
        21.280	             	  8.700e-006 	
        21.311	  8.680e-002 	             	
        21.344	             	  8.900e-006 	
        21.408	  8.680e-002 	  9.000e-006 	
        21.472	  8.680e-002 	  9.100e-006 	
        21.536	  8.680e-002 	             	
        21.567	             	  9.300e-006 	
        21.599	  8.680e-002 	             	
        21.632	             	  9.400e-006 	
        21.663	  8.680e-002 	             	
        21.696	             	  9.500e-006 	
        21.728	  8.680e-002 	             	
        21.759	             	  9.500e-006 	
        21.791	  8.690e-002 	             	
        21.823	             	  9.600e-006 	
        21.856	  8.690e-002 	             	
        21.888	             	  9.700e-006 	
        21.920	  8.690e-002 	             	
        21.952	             	  9.800e-006 	
        21.983	  8.680e-002 	             	
        22.016	             	  9.800e-006 	
        22.048	  8.680e-002 	             	
        22.080	             	  9.900e-006 	
        22.112	  8.680e-002 	             	
        22.143	             	  9.800e-006 	
        22.208	  8.680e-002 	  9.900e-006 	
        22.272	  8.680e-002 	  9.900e-006 	
        22.336	  8.680e-002 	             	
        22.368	             	  1.000e-005 	
        22.400	  8.680e-002 	             	
        22.432	             	  1.010e-005 	
        22.464	  8.680e-002 	             	
        22.495	             	  1.020e-005 	
        22.528	  8.680e-002 	             	
        22.560	             	  1.030e-005 	
        22.591	  8.680e-002 	             	
        22.624	             	  1.040e-005 	
        22.655	  8.680e-002 	             	
        22.688	             	  1.050e-005 	
        22.720	  8.680e-002 	             	
        22.751	             	  1.060e-005 	
        22.783	  8.680e-002 	             	
