;PC Software:StarLab Version 3.30 Build 10
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:23/03/2021 at 12:00:17
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Stop after:period: 00:05:00
;Graph Mode:Split
;Notes:                                                            

;Channel A:Vega Thermopile 3A (s/n:940606)  VG2.52 (s/n:946462)
;Channel B:Vega Thermopile 3A (s/n:947746)  VG2.52 (s/n:946463)

;Channel A:Details
;Name:3A
;Graph Type:Line
;Graph Color:RGB(14,104,168)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:532
;Settings:Range:AUTO

;Channel B:Details
;Name:3A
;Graph Type:Line
;Graph Color:RGB(245,86,16)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:532
;Settings:Range:AUTO

;Channel A:Statistics
;Min:85.60mW             
;Max:86.10mW             
;Average:85.81mW             
;Std.Dev.:103.2uW             
;Overrange:0                   

;Channel B:Statistics
;Min:126.6uW             
;Max:964.0uW             
;Average:414.6uW             
;Std.Dev.:250.9uW             
;Overrange:0                   
;--------------------


;First Pulse Arrived : 23/03/2021 at 12:00:17.394000
  Timestamp   	  Channel A  	  Channel B  	
        18.177	  8.580e-002 	             	
        18.209	             	  7.270e-004 	
        18.240	  8.580e-002 	             	
        18.272	             	  7.310e-004 	
        18.304	  8.580e-002 	             	
        18.337	             	  7.350e-004 	
        18.369	  8.580e-002 	             	
        18.400	             	  7.390e-004 	
        18.432	  8.580e-002 	             	
        18.464	             	  7.430e-004 	
        18.496	  8.570e-002 	             	
        18.528	             	  7.470e-004 	
        18.561	  8.570e-002 	             	
        18.592	             	  7.510e-004 	
        18.624	  8.570e-002 	             	
        18.688	  8.570e-002 	  7.560e-004 	
        18.752	  8.570e-002 	  7.600e-004 	
        18.816	  8.570e-002 	  7.650e-004 	
        18.880	  8.570e-002 	  7.700e-004 	
        18.945	             	  7.750e-004 	
        18.976	  8.570e-002 	             	
        19.008	             	  7.800e-004 	
        19.040	  8.570e-002 	             	
        19.073	             	  7.860e-004 	
        19.104	  8.570e-002 	             	
        19.136	             	  7.910e-004 	
        19.168	  8.570e-002 	             	
        19.200	             	  7.970e-004 	
        19.232	  8.570e-002 	             	
        19.264	             	  8.030e-004 	
        19.297	  8.570e-002 	             	
        19.328	             	  8.090e-004 	
        19.360	  8.570e-002 	             	
        19.393	             	  8.150e-004 	
        19.424	  8.570e-002 	             	
        19.488	  8.570e-002 	  8.210e-004 	
        19.552	  8.570e-002 	  8.280e-004 	
        19.616	  8.570e-002 	  8.340e-004 	
        19.680	  8.570e-002 	  8.410e-004 	
        19.744	             	  8.480e-004 	
        19.777	  8.580e-002 	             	
        19.808	             	  8.550e-004 	
        19.841	  8.580e-002 	             	
        19.872	             	  8.620e-004 	
        19.905	  8.580e-002 	             	
        19.936	             	  8.690e-004 	
        19.968	  8.580e-002 	             	
        20.000	             	  8.760e-004 	
        20.032	  8.580e-002 	             	
        20.064	             	  8.830e-004 	
        20.096	  8.580e-002 	             	
        20.128	             	  8.900e-004 	
        20.161	  8.580e-002 	             	
        20.193	             	  8.970e-004 	
        20.225	  8.580e-002 	             	
        20.288	  8.580e-002 	  9.030e-004 	
        20.353	  8.580e-002 	  9.100e-004 	
        20.416	  8.580e-002 	  9.160e-004 	
        20.480	  8.580e-002 	  9.220e-004 	
        20.544	             	  9.280e-004 	
        20.576	  8.580e-002 	             	
        20.609	             	  9.340e-004 	
        20.640	  8.580e-002 	             	
        20.672	             	  9.390e-004 	
        20.704	  8.580e-002 	             	
        20.736	             	  9.440e-004 	
        20.768	  8.580e-002 	             	
        20.800	             	  9.480e-004 	
        20.833	  8.580e-002 	             	
        20.864	             	  9.520e-004 	
        20.896	  8.580e-002 	             	
        20.928	             	  9.560e-004 	
        20.960	  8.580e-002 	             	
        20.992	             	  9.580e-004 	
        21.024	  8.580e-002 	             	
        21.088	  8.580e-002 	  9.610e-004 	
        21.153	  8.580e-002 	  9.620e-004 	
        21.216	  8.570e-002 	  9.630e-004 	
        21.280	  8.570e-002 	  9.640e-004 	
        21.344	             	  9.640e-004 	
        21.376	  8.570e-002 	             	
        21.408	             	  9.640e-004 	
        21.441	  8.570e-002 	             	
        21.472	             	  9.620e-004 	
        21.504	  8.570e-002 	             	
        21.536	             	  9.600e-004 	
        21.568	  8.570e-002 	             	
        21.600	             	  9.580e-004 	
        21.632	  8.570e-002 	             	
        21.664	             	  9.550e-004 	
        21.696	  8.570e-002 	             	
        21.728	             	  9.510e-004 	
        21.760	  8.570e-002 	             	
        21.792	             	  9.460e-004 	
        21.824	  8.570e-002 	             	
        21.888	  8.570e-002 	  9.420e-004 	
        21.953	  8.570e-002 	  9.370e-004 	
        22.016	  8.570e-002 	  9.310e-004 	
        22.080	  8.570e-002 	  9.250e-004 	
        22.145	             	  9.190e-004 	
        22.176	  8.570e-002 	             	
        22.208	             	  9.120e-004 	
        22.240	  8.580e-002 	             	
        22.272	             	  9.050e-004 	
        22.304	  8.580e-002 	             	
        22.336	             	  8.980e-004 	
        22.368	  8.580e-002 	             	
        22.400	             	  8.910e-004 	
        22.433	  8.580e-002 	             	
        22.464	             	  8.830e-004 	
        22.496	  8.580e-002 	             	
        22.528	             	  8.760e-004 	
        22.561	  8.580e-002 	             	
        22.592	             	  8.690e-004 	
        22.624	  8.580e-002 	             	
        22.689	  8.580e-002 	  8.610e-004 	
        22.752	  8.580e-002 	  8.540e-004 	
        22.816	  8.580e-002 	  8.470e-004 	
        22.881	  8.580e-002 	  8.400e-004 	
        22.944	             	  8.340e-004 	
        22.977	  8.580e-002 	             	
        23.009	             	  8.280e-004 	
        23.040	  8.580e-002 	             	
        23.072	             	  8.220e-004 	
        23.104	  8.580e-002 	             	
        23.136	             	  8.160e-004 	
        23.168	  8.580e-002 	             	
        23.200	             	  8.110e-004 	
        23.232	  8.580e-002 	             	
        23.265	             	  8.060e-004 	
        23.296	  8.580e-002 	             	
        23.329	             	  8.010e-004 	
        23.360	  8.580e-002 	             	
        23.392	             	  7.960e-004 	
        23.424	  8.580e-002 	             	
        23.488	  8.580e-002 	  7.920e-004 	
        23.552	  8.580e-002 	  7.880e-004 	
        23.616	  8.580e-002 	  7.850e-004 	
        23.680	  8.580e-002 	  7.810e-004 	
        23.745	             	  7.770e-004 	
        23.777	  8.580e-002 	             	
        23.809	             	  7.740e-004 	
        23.841	  8.580e-002 	             	
        23.872	             	  7.700e-004 	
        23.904	  8.580e-002 	             	
        23.936	             	  7.670e-004 	
        23.968	  8.570e-002 	             	
        24.000	             	  7.630e-004 	
        24.032	  8.570e-002 	             	
        24.065	             	  7.600e-004 	
        24.096	  8.570e-002 	             	
        24.128	             	  7.560e-004 	
        24.161	  8.570e-002 	             	
        24.192	             	  7.520e-004 	
        24.225	  8.570e-002 	             	
        24.288	  8.570e-002 	  7.480e-004 	
        24.352	  8.570e-002 	  7.440e-004 	
        24.416	  8.570e-002 	  7.400e-004 	
        24.480	  8.570e-002 	  7.360e-004 	
        24.544	  8.570e-002 	  7.310e-004 	
        24.609	             	  7.260e-004 	
        24.640	  8.570e-002 	             	
        24.673	             	  7.210e-004 	
        24.705	  8.570e-002 	             	
        24.736	             	  7.160e-004 	
        24.769	  8.570e-002 	             	
        24.801	             	  7.110e-004 	
        24.832	  8.570e-002 	             	
        24.864	             	  7.050e-004 	
        24.896	  8.570e-002 	             	
        24.928	             	  7.000e-004 	
        24.961	  8.570e-002 	             	
        24.992	             	  6.940e-004 	
        25.024	  8.570e-002 	             	
        25.089	  8.570e-002 	  6.890e-004 	
        25.152	  8.570e-002 	  6.830e-004 	
        25.216	  8.570e-002 	  6.770e-004 	
        25.280	  8.570e-002 	  6.720e-004 	
        25.344	  8.570e-002 	  6.660e-004 	
        25.409	             	  6.600e-004 	
        25.440	  8.570e-002 	             	
        25.472	             	  6.540e-004 	
